Location,AM/PM,Count,Male,Female,<18,19-39,40+,Helmet,On street,In Direction of Traffic,Traffic Laws,In Bike lane,Gender Not reported (0),Age Not reported (0),Helmet not reported (1),On Street not reported (1),In direction of traffic not reported (1),Traffic Laws not reported (1),In Bike Lanes not reported (1)
Trinity & W Ponce,PM,Spring 2009,1,0,1,0,0,1,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Spring 2009,1,0,1,0,0,0,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,1,0,0,1,0,0,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,0,1,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,1,0,0,1,0,0,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,0,1,1,0,1,1,0,1,0,,1,2,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2009,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,0,1,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,1,0,0,1,0,1,0,0,0,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,0,1,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,1,0,1,0,0,1,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,1,0,1,0,0,1,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
Trinity & W Ponce,PM,Fall 2009,0,1,0,0,1,1,0,0,0,,1,1,0,0,0,0,1
Trinity & W Ponce,AM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,1,0,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,1,0,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,1,0,0,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,1,0,0,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,0,1,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,1,0,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,1,0,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,1,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,0,1,1,0,,1,1,0,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,1,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,0,1,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,1,1,1,1,1,,1,1,2,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,1,1,1,1,1,,1,1,2,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,1,0,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,0,1,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Fall 2011,0,1,0,0,1,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,1,1,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,0,1,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Fall 2011,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,1,0,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,1,0,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,1,0,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,1,0,0,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,AM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,0,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,0,1,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,0,1,0,1,1,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,1,0,0,0,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,1,0,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,1,0,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,1,0,0,1,0,0,,0,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,1,0,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,1,0,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Trinity & W Ponce,PM,Spring 2012,0,1,0,0,1,1,1,1,,1,1,1,0,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,1,,,1,1,,1,1,,n/a,1,2,1,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,1,,1,,1,,1,1,,n/a,1,2,1,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,1,,,1,1,,1,1,,n/a,1,2,1,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,,1,,1,1,,1,1,,n/a,1,2,1,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,1,,,1,1,,0,1,,n/a,1,2,1,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,1,,,1,1,,1,1,,n/a,1,2,1,0,0,1,0
Virginia Ave + Lanier Blvd,AM,Fall 2012,,1,,1,1,,1,1,,n/a,1,2,1,0,0,1,0
W Whitehead & Ralph David Abernathy,PM,Fall 2011,1,0,0,0,1,0,0,0,,,1,1,0,0,0,1,1
W Whitehead & Ralph David Abernathy,PM,Fall 2011,1,0,1,0,0,0,0,1,,,1,1,0,0,0,1,1
W Whitehead & Ralph David Abernathy,PM,Fall 2011,1,0,1,0,0,0,0,0,,,1,1,0,0,0,1,1
W Whitehead & Ralph David Abernathy,PM,Fall 2011,1,0,1,0,0,0,0,1,,,1,1,0,0,0,1,1
W Whitehead & Ralph David Abernathy,PM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
W Whitehead & Ralph David Abernathy,PM,Fall 2011,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,0,0,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,1,,,,0,1,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,1,,1,,,1,1,,1,2,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,0,1,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,0,0,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,0,0,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,0,0,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,0,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,0,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,0,0,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,0,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,,1,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,,0,,1,1,,1,1,0,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,0,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,,1,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2012,1,,,1,,,1,1,,1,1,1,1,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,,1,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,,1,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,0,0,,0,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,,1,0,1,0,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,1,,,0,0,1,,0,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,,1,0,0,0,,0,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,,1,0,0,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,,1,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,,1,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,0,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,,1,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
W. Peachtree St + 5th St,PM,Fall 2013,1,,,1,,1,1,1,,1,1,1,0,0,0,1,0
